title,title_normalized,description,release_date,total_duration,songs_count,cover_image_url,spotify_url,artist_id
Hometown Glory,hometown glory,Likely hotel apply suddenly.,2018-07-01,00:16:51,3,https://i.scdn.co/image/ab67616d0000b273cd51a486ed84576857a5e206,https://open.spotify.com/album/1uT2pOgyFOXic7AyGCRCwx,28
Water Under the Bridge,water under the bridge,Number shake try music war sister.,2016-11-04,00:04:00,1,https://i.scdn.co/image/ab67616d0000b273c4a69caf5a2b8fc6d2def89c,https://open.spotify.com/album/4wrmR6foH3E5mv5pKtfi49,28
Send My Love (To Your New Lover),send my love (to your new lover),Rather me message successful million clearly.,2016-05-16,00:03:43,1,https://i.scdn.co/image/ab67616d0000b273c87f043096683d487d0a1de8,https://open.spotify.com/album/7hplTHLU8PAVs1forXE2NU,28
When We Were Young,when we were young,Participant everyone possible tend while later.,2016-02-05,00:04:50,1,https://i.scdn.co/image/ab67616d0000b27379753572a5053ffc4150ae67,https://open.spotify.com/album/5Uxy3eGrFAI1VpGRmZIkM7,28
Hello,hello,Although wrong story let carry.,2015-10-23,00:04:55,1,https://i.scdn.co/image/ab67616d0000b27323d302c1290685258a400ad0,https://open.spotify.com/album/5givPbMFm0AMPUYWulmbzg,28
SOS,sos,Since fly my draw.,2022-12-09,00:29:04,10,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/album/07w0rG5TETcyihsEIZR3qG,30
Ctrl (Deluxe),ctrl (deluxe),Part live out green green office. Live way near.,2022-06-09,00:36:12,10,https://i.scdn.co/image/ab67616d0000b2731882add8fd275c04e322027d,https://open.spotify.com/album/6FKP2O0oOvZlDkF0gyTjiJ,30
Ctrl,ctrl,This hear threat physical subject.,2017-06-09,00:36:12,10,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,https://open.spotify.com/album/76290XdXVF9rPzGdNRWdCh,30
Z,z,Reach career spend personal accept society.,2014-04-08,00:40:46,10,https://i.scdn.co/image/ab67616d0000b27332f1a3721efb2ddfb91b9c82,https://open.spotify.com/album/2qCyMMQ785sPH4Yx25GQZ8,30
Saturn,saturn,Authority shake ground need. Ok under from none.,2024-02-22,00:14:59,5,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07,https://open.spotify.com/album/1fmBMCSSkSlvxyoy1vut2k,30
NO SZNS,no szns,Past as science finish stage shake affect year.,2023-09-22,00:03:33,1,https://i.scdn.co/image/ab67616d0000b2735986d0cd52e16f556c70d2c2,https://open.spotify.com/album/05kT1p6wyim40HJVzg7tt3,30
Snooze (Acoustic) (feat. Justin Bieber),snooze (acoustic) (feat. justin bieber),Build result operation do theory list.,2023-09-15,00:03:10,1,https://i.scdn.co/image/ab67616d0000b2734f68e7b4b983953a0f188447,https://open.spotify.com/album/0bQ8NyqdTKKQpZHYhZqCUU,30
UTOPIA,utopia,Bank system growth later.,2023-07-28,00:36:09,10,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,https://open.spotify.com/album/18NOKLkZETa4sWwLMIm0UZ,31
JACKBOYS,jackboys,Heavy star if.,2019-12-27,00:21:22,7,https://i.scdn.co/image/ab67616d0000b273dfc2f59568272de50a257f2f,https://open.spotify.com/album/1Sf8GsXG32t0jNrX11xqWx,31
ASTROWORLD,astroworld,Window product which act speak.,2018-08-03,00:37:16,10,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,https://open.spotify.com/album/41GuZcammIkupMPKH2OJ6I,31
Birds In The Trap Sing McKnight,birds in the trap sing mcknight,Between commercial forward occur door.,2016-09-16,00:39:08,10,https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce,https://open.spotify.com/album/42WVQWuf1teDysXiOupIZt,31
Rodeo,rodeo,Keep good take.,2015-09-04,00:48:39,10,https://i.scdn.co/image/ab67616d0000b273715973050587fe3c93033aad,https://open.spotify.com/album/4PWBTB6NYSKQwfo79I3prg,31
Parking Lot,parking lot,Opportunity personal hear daughter policy.,2024-06-21,00:02:52,1,https://i.scdn.co/image/ab67616d0000b273ad3e25785fe6f26690797468,https://open.spotify.com/album/6YQ5Y4ITpAQCANWhNHraXi,31
FE!N (CHASE B REMIX),fe!n (chase b remix),Him simple become person.,2024-04-19,00:04:36,1,https://i.scdn.co/image/ab67616d0000b2734f5b352052edf8d4204d9666,https://open.spotify.com/album/3PgQ3tZpZH8gZm9PEmSlJA,31
née-nah,nee-nah,Truth member start even there take ever.,2024-01-10,00:03:40,1,https://i.scdn.co/image/ab67616d0000b2735dff65aa66b221b03aa3506b,https://open.spotify.com/album/4rdRRSa0PSQca066SdtsWT,31
Water (Remix),water (remix),Professor identify who figure.,2023-11-17,00:03:20,1,https://i.scdn.co/image/ab67616d0000b2737429777bb3e217e4bf182212,https://open.spotify.com/album/7DWPd7wOj9g0N5krVFil0Z,31
MONTERO,montero,Pass travel despite marriage stay class.,2021-09-17,00:25:36,10,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,https://open.spotify.com/album/6pOiDiuDQqrmo5DbG0ZubR,32
"HERE WE GO! (from the Netflix film ""Beverly Hills Cop: Axel F"")","here we go! (from the netflix film ""beverly hills cop: axel f"")",Include kind red point every source reach.,2024-06-28,00:03:12,1,https://i.scdn.co/image/ab67616d0000b2737c5ef28417536344aa6d3f87,https://open.spotify.com/album/0g097m0P0zZhYnImicon1n,32
Tennessee (feat. Lil Nas X),tennessee (feat. lil nas x),Pass war sort same common.,2024-05-03,00:02:53,1,https://i.scdn.co/image/ab67616d0000b27366b5b2250d6e03f0a08cf71d,https://open.spotify.com/album/37APE1ZgCTM38NY4IgO73G,32
Where Do We Go Now? (Music from Lil Nas X: Long Live Montero),where do we go now? (music from lil nas x: long live montero),Fill student let available among.,2024-01-26,00:03:15,1,https://i.scdn.co/image/ab67616d0000b273b4f61150b316a4f1336755dd,https://open.spotify.com/album/3xYwyMzauc6ENKu2HhpuiP,32
J CHRIST,j christ,Break party material my wrong.,2024-01-12,00:02:33,1,https://i.scdn.co/image/ab67616d0000b273ce7e86b71614fb4186d40021,https://open.spotify.com/album/7d4MwwVvFzXP5E40oaw94J,32
STAR WALKIN' (League of Legends Worlds Anthem),star walkin' (league of legends worlds anthem),Into require political.,2022-09-22,00:03:30,1,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,https://open.spotify.com/album/0aIy6J8M9yHTnjtRu81Nr9,32
Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again),late to da party (f*ck bet) (feat. youngboy never broke again),Check see Mrs hotel.,2022-06-24,00:03:00,1,https://i.scdn.co/image/ab67616d0000b273d6fac83a4a26f069e3e4e44e,https://open.spotify.com/album/0KmzOXbNJa5oTpxdCBhmHd,32
INDUSTRY BABY 2.0,industry baby 2.0,Fact news raise soldier. Mission city class.,2021-10-09,00:07:19,2,https://i.scdn.co/image/ab67616d0000b2731e212a6eff9f90acc8a2ff51,https://open.spotify.com/album/1GCduuJPhQGgnQEMxhp0fc,32
INDUSTRY BABY (feat. Jack Harlow),industry baby (feat. jack harlow),Team what material market executive white.,2021-07-23,00:03:32,1,https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf,https://open.spotify.com/album/622NFw5Yk0OReMJ2XWcXUh,32
SUN GOES DOWN,sun goes down,Crime start attention executive me whether.,2021-05-21,00:02:48,1,https://i.scdn.co/image/ab67616d0000b2736ef577667129d9351056d6d9,https://open.spotify.com/album/30jNiJYIOY3ok6LzaO0Wv0,32
Special,special,Soldier size political now son account.,2022-07-15,00:29:09,10,https://i.scdn.co/image/ab67616d0000b273fe3b1b9cb7183a94e1aafd43,https://open.spotify.com/album/1NgFBv1PxMG1zhFDW1OrRr,33
Cuz I Love You (Deluxe),cuz i love you (deluxe),Pm study report serious area.,2019-05-03,00:29:56,10,https://i.scdn.co/image/ab67616d0000b2734d51081892dbe3f1ddf28914,https://open.spotify.com/album/74gSdSHe71q7urGWMMn3qB,33
Cuz I Love You (Super Deluxe),cuz i love you (super deluxe),Suffer pretty hotel well once.,2019-04-19,00:29:56,10,https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,https://open.spotify.com/album/2KJjOBX280F3hZZE1xO33O,33
Cuz I Love You,cuz i love you,Better training per.,2019-04-19,00:29:56,10,https://i.scdn.co/image/ab67616d0000b27306af802e2ea241b6ba1ce0f2,https://open.spotify.com/album/6dFFcYQ8VhifgdKgYY5LYL,33
Big GRRRL Small World,big grrrl small world,Adult sport positive after never tell push.,2015-12-11,00:36:19,10,https://i.scdn.co/image/ab67616d0000b2734c94efcffaedd5edc6b7b7e2,https://open.spotify.com/album/40T5m4a19xUgVyWQaYrVRb,33
Pink (From Barbie The Album),pink (from barbie the album),Window training place partner.,2023-07-29,00:03:27,2,https://i.scdn.co/image/ab67616d0000b27312147843b0b507fe40f4c42d,https://open.spotify.com/album/4Np4Y9DtFQYc3MlgOst3gb,33
Special (feat. SZA),special (feat. sza),Hundred could news despite.,2023-02-09,00:05:49,2,https://i.scdn.co/image/ab67616d0000b273b9041796cb2839e2e89e3ea6,https://open.spotify.com/album/5Qw3usvS6dDOE0ErN6tl7O,33
Special (feat. SZA) [Sped Up Version],special (feat. sza) [sped up version],House despite score night face main.,2023-02-08,00:05:14,2,https://i.scdn.co/image/ab67616d0000b273e92fa1f307214b6306da7e1f,https://open.spotify.com/album/2t8YiVrDUwlHZYkQR69H58,33
"You’re Special, Love Lizzo","youre special, love lizzo",We husband together blood nation concern.,2023-02-07,00:16:28,6,https://i.scdn.co/image/ab67616d0000b27393c797ca8cafb3f562959b87,https://open.spotify.com/album/5gsJ0ayuYsH6HZirFh4xyN,33
american dream,american dream,Response inside my reason memory.,2024-01-12,00:31:38,10,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347,https://open.spotify.com/album/2RRYaYHY7fIIdvFlvgb5vq,34
american dream (sped up),american dream (sped up),Win spend green environmental three other.,2024-01-09,00:23:56,10,https://i.scdn.co/image/ab67616d0000b27379614610fedcbbe2c170e875,https://open.spotify.com/album/2V7bGNksiO1OgVfBz7nBSL,34
american dream (slowed down),american dream (slowed down),Station base common.,2024-01-09,00:35:56,10,https://i.scdn.co/image/ab67616d0000b273f74bfd73972990e17e820f85,https://open.spotify.com/album/5DclVezq94tiHRhFa29nbX,34
american dream (nightcore version),american dream (nightcore version),Land admit wind former difference course.,2024-01-09,00:29:31,10,https://i.scdn.co/image/ab67616d0000b273fdb0c326d5b3e24bd3600f92,https://open.spotify.com/album/4ScxU0HoSCErSzaDXuw9Xa,34
SAVAGE MODE II [CHOPPED NOT SLOPPED],savage mode ii [chopped not slopped],Set whole with customer three.,2020-10-19,00:41:51,10,https://i.scdn.co/image/ab67616d0000b2732fafc0749fcd9d3ceb5f7a29,https://open.spotify.com/album/263anqt2ayA25jSEXfs0i1,34
SAVAGE MODE II,savage mode ii,Score inside card.,2020-10-02,00:27:37,10,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc,https://open.spotify.com/album/6wTyGUWGCilBFZ837k5aRi,34
i am > i was (Deluxe),i am > i was (deluxe),Assume assume increase this.,2018-12-24,00:31:55,10,https://i.scdn.co/image/ab67616d0000b273ca29f023b5d11f85de854f1b,https://open.spotify.com/album/6guJZpZ52v4MrJKIH7tASl,34
i am > i was,i am > i was,Thank real goal talk pretty.,2018-12-21,00:31:55,10,https://i.scdn.co/image/ab67616d0000b273280689ecc5e4b2038bb5e4bd,https://open.spotify.com/album/007DWn799UWvfY1wwZeENR,34
MEGAN,megan,Task strong president mission read bank.,2024-06-28,00:28:45,10,https://i.scdn.co/image/ab67616d0000b2732538afd3580d0424bbe28a01,https://open.spotify.com/album/0FzWvaeMBfKBCqxHTLVlB8,36
Traumazine,traumazine,Case official base financial attorney camera.,2022-08-12,00:26:29,10,https://i.scdn.co/image/ab67616d0000b27394229ba226753d311a5e4792,https://open.spotify.com/album/4YP0h2KGDb20eJuStnBvim,36
Something for Thee Hotties,something for thee hotties,Organization above group just first agree.,2021-10-29,00:19:41,10,https://i.scdn.co/image/ab67616d0000b27345fd9c645c76bd5b11bd7f3e,https://open.spotify.com/album/6B26OzQRObxAp1tbf8jeTq,36
Good News,good news,Identify pick mother kitchen generation as let.,2020-11-20,00:27:28,10,https://i.scdn.co/image/ab67616d0000b273da256972582b455d46985ba9,https://open.spotify.com/album/0KjckH1EE6HRRurMIXSc0r,36
Suga (Chopnotslop Remix),suga (chopnotslop remix),Cold chair identify member. Yard no rule.,2020-04-27,00:30:16,10,https://i.scdn.co/image/ab67616d0000b273cf723067e16f606a779020b4,https://open.spotify.com/album/6cpPIYoXlLHhCXHvbKUaEo,36
Suga,suga,Pick instead everybody maybe cup.,2020-03-06,00:24:33,9,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510,https://open.spotify.com/album/6Lo6ylJg4qbFfxicPEOzMI,36
Fever,fever,Approach travel why according official.,2019-05-17,00:30:11,10,https://i.scdn.co/image/ab67616d0000b2738fdfd969c0b6375ca22c3fa3,https://open.spotify.com/album/5WLquTz7nUnsHCj80b6wci,36
Tina Snow,tina snow,Accept condition yard detail.,2018-12-21,00:30:16,10,https://i.scdn.co/image/ab67616d0000b2736cf50daf249842c725cef102,https://open.spotify.com/album/26jEIrN7WSAnVQXXUmLRSN,36
Make It Hot (ChopNotSlop Remix),make it hot (chopnotslop remix),Tv our first focus very during.,2018-03-09,00:29:06,8,https://i.scdn.co/image/ab67616d0000b273b48a0921e7306f2a78dca1f0,https://open.spotify.com/album/3pyzllvmjw5YNMUDbRJ1XK,36
Make It Hot,make it hot,Issue ahead debate ability produce.,2017-09-18,00:23:55,7,https://i.scdn.co/image/ab67616d0000b273b99a6749129abd923e0cb223,https://open.spotify.com/album/1KqDByzl8ka4U4OhcgqLKq,36
WE STILL DON'T TRUST YOU,we still don't trust you,Chair dinner carry soldier.,2024-04-12,00:36:05,10,https://i.scdn.co/image/ab67616d0000b273d353552c4c2932094456bbe9,https://open.spotify.com/album/3bSNhnaQQXpC639OQ4pMyP,38
WE DON'T TRUST YOU,we don't trust you,No significant sure nation.,2024-03-22,00:35:39,10,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,https://open.spotify.com/album/4iqbFIdGOTzXeDtt9owjQn,38
I NEVER LIKED YOU,i never liked you,Race point rule Republican try of energy.,2022-05-02,00:30:16,10,https://i.scdn.co/image/ab67616d0000b2737e83b7d94b668d9ea94fe7ec,https://open.spotify.com/album/6ViO9Wx6dWzeUq6DmGTaHl,38
I NEVER LIKED YOU (Instrumental),i never liked you (instrumental),Order your modern for.,2022-04-26,00:30:16,10,https://i.scdn.co/image/ab67616d0000b2738f357d2e97fed0265106a502,https://open.spotify.com/album/4WgEUAbA3elrKKvTh1jjM3,38
Pluto x Baby Pluto (Deluxe),pluto x baby pluto (deluxe),Look radio bad your throw seek feeling.,2020-11-13,00:33:24,10,https://i.scdn.co/image/ab67616d0000b2738efe5b8d9a3544b98aa6a85e,https://open.spotify.com/album/3aITAVBURujVe8fhI2seeR,38
Pluto x Baby Pluto,pluto x baby pluto,Nature set cut whether participant.,2020-11-13,00:32:45,10,https://i.scdn.co/image/ab67616d0000b27357928e0363878a71692e6a1f,https://open.spotify.com/album/48xpWR8K6CGpy3ETAym3pt,38
High Off Life,high off life,Key fast much within. Happy skill camera.,2020-05-15,00:30:01,10,https://i.scdn.co/image/ab67616d0000b273935d8d5369bc55e74a39303e,https://open.spotify.com/album/4bNPOFOzxGhF5jhfIK6lit,38
SAVE ME,save me,Material recently physical determine wrong.,2019-06-07,00:20:17,7,https://i.scdn.co/image/ab67616d0000b2735cd6070603a9f2e5dcb01d0c,https://open.spotify.com/album/65hRa80KDworqyE8242rLN,38
Future Hndrxx Presents: The WIZRD,future hndrxx presents: the wizrd,Large left friend film value.,2019-01-18,00:28:37,10,https://i.scdn.co/image/ab67616d0000b273e111437ad4fd3f50c8461ec5,https://open.spotify.com/album/3LpIwZdzFwc10psLingT8x,38
Future & Juice WRLD Present... WRLD ON DRUGS,future & juice wrld present... wrld on drugs,Behind own either marriage know too garden.,2018-10-19,00:28:28,10,https://i.scdn.co/image/ab67616d0000b273644c510e8d4c02ae69028297,https://open.spotify.com/album/6P9PZjWXoCRF5b66BafPKY,38
LLNM2,llnm2,People seem purpose drive six.,2022-12-09,00:37:10,10,https://i.scdn.co/image/ab67616d0000b273015e9561331b4f4fd120271c,https://open.spotify.com/album/6DJslQtfD7mGFGZpfiyrVf,42
Las Leyendas Nunca Mueren,las leyendas nunca mueren,Sister politics when she minute present.,2021-11-26,00:41:38,10,https://i.scdn.co/image/ab67616d0000b2731fbb8aa211472dc81f4e4ebc,https://open.spotify.com/album/4MTtBjQEt7i752hISXjKqA,42
Los Dioses,los dioses,Central accept million particularly want rate.,2021-01-22,00:35:11,10,https://i.scdn.co/image/ab67616d0000b2734cd780c0568c9798bb2e461b,https://open.spotify.com/album/28adqly9V7wm5DFr7hlqtK,42
Emmanuel,emmanuel,Put ready how describe current town single.,2020-05-29,00:37:26,10,https://i.scdn.co/image/ab67616d0000b2733cb695bfc1246bdf66161fce,https://open.spotify.com/album/7JtT7OyWM8BnIS5FXXPMKg,42
Real Hasta la Muerte,real hasta la muerte,Dog or today movement none sea most.,2018-07-17,00:34:57,10,https://i.scdn.co/image/ab67616d0000b2738cce3c807c4a560c09a86e9a,https://open.spotify.com/album/5pQwQRnQOuKrbVUVnGMEN4,42
Baby Demon,baby demon,Reach cover task lose myself.,2024-07-11,00:05:11,1,https://i.scdn.co/image/ab67616d0000b273dab4e62e51c242a22763e45e,https://open.spotify.com/album/0yMErHqzYaX4PyCAz4640l,42
Razones,razones,Record discuss six fact heavy treatment.,2024-06-27,00:03:42,1,https://i.scdn.co/image/ab67616d0000b2734064c95e6fe6131a7ce7af66,https://open.spotify.com/album/3JMaJI49RBfyzlI2IHwqd8,42
WYA REMIX BLACK AND YELLOW (feat. iZaak & Pirlo),wya remix black and yellow (feat. izaak & pirlo),Coach industry culture will leader table.,2024-06-21,00:06:30,1,https://i.scdn.co/image/ab67616d0000b2739a2d4478991a86af849f786d,https://open.spotify.com/album/1FyZ8Mho4TRJ9oR0IrE23P,42
Hasta la Muerte,hasta la muerte,Message participant from whole time.,2024-06-14,00:03:35,1,https://i.scdn.co/image/ab67616d0000b273959b109ca1c8073dcfb397df,https://open.spotify.com/album/59TBZbYGppoUHEnvYAMI9h,42
XQCP,xqcp,Thing direction class someone.,2024-06-06,00:03:38,1,https://i.scdn.co/image/ab67616d0000b2730f615b26b79c37881d9696f8,https://open.spotify.com/album/5M1jcMKfRKDmg3vM93E6we,42
Cosmo,cosmo,Trial talk you inside financial.,2023-11-17,00:30:42,10,https://i.scdn.co/image/ab67616d0000b2739f583dbe85a995819e69b8bb,https://open.spotify.com/album/3nEa7WJXcruywRIZXu6qRE,43
Afro,afro,Age find often material than water.,2023-05-26,00:20:48,7,https://i.scdn.co/image/ab67616d0000b273791d76abc6a152ac90c9b140,https://open.spotify.com/album/4UB2nT0IAEunpdUFiuFUxA,43
Ozu Vivo (Live),ozu vivo (live),Bad pass new article.,2023-02-24,00:38:37,10,https://i.scdn.co/image/ab67616d0000b273baeb95fd8bf559e73a0d8d35,https://open.spotify.com/album/1fPeBvEYIUS91OTh6lu65O,43
OzuTochi,ozutochi,Read easy production professional its TV meeting.,2022-10-07,00:30:40,10,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45,https://open.spotify.com/album/1kjfMVBNhsDeRyAu9zbLfF,43
Los Dioses,los dioses,Just image start authority should necessary.,2021-01-22,00:35:11,10,https://i.scdn.co/image/ab67616d0000b2734cd780c0568c9798bb2e461b,https://open.spotify.com/album/28adqly9V7wm5DFr7hlqtK,43
ENOC,enoc,Last career future another we season recently.,2020-09-04,00:39:14,10,https://i.scdn.co/image/ab67616d0000b273b1717c201d31ad8e43dedc55,https://open.spotify.com/album/69iuPQsXel3luOSDNF0q2Q,43
Nibiru,nibiru,Whether rather machine leave especially.,2019-11-29,00:33:21,10,https://i.scdn.co/image/ab67616d0000b27359814794af144d08dae50672,https://open.spotify.com/album/7f6r6ijWtMJ0QYydwuCYvH,43
Aura,aura,Style recognize research mean practice.,2018-08-24,00:32:54,10,https://i.scdn.co/image/ab67616d0000b27366ab16a0f75d517304f18efd,https://open.spotify.com/album/0SukGZiXMtmsZoxstkBtNR,43
Odisea,odisea,Writer for value degree.,2017-08-25,00:35:45,10,https://i.scdn.co/image/ab67616d0000b273b0a875d7f1bfe4ec4aaffa48,https://open.spotify.com/album/4s05NbwGgw5SO42AdsN5Oo,43
Razones,razones,Loss radio floor easy while.,2024-06-27,00:03:42,1,https://i.scdn.co/image/ab67616d0000b2734064c95e6fe6131a7ce7af66,https://open.spotify.com/album/3JMaJI49RBfyzlI2IHwqd8,43
"2K20, Pt. 3 (Live)","2k20, pt. 3 (live)",Agency notice color so hand.,2020-12-25,00:18:49,10,https://i.scdn.co/image/ab67616d0000b27336a30dd2f5d3730c044fba90,https://open.spotify.com/album/4VRebE7OlgjE896hS92gjo,44
"2K20, Pt. 2 (Live)","2k20, pt. 2 (live)",Know table seem scene.,2020-12-12,00:18:12,10,https://i.scdn.co/image/ab67616d0000b2732729c89ac441788d6c7d6a71,https://open.spotify.com/album/0CDLQ6cxLj0UydmFX394VL,44
"2K20, Pt. 1 (Live)","2k20, pt. 1 (live)",Nothing bad plan.,2020-12-04,00:20:15,10,https://i.scdn.co/image/ab67616d0000b27341bc38d2cc7c4b645f55bc4a,https://open.spotify.com/album/0N091826fEGbqVB1NnKguC,44
