title,title_normalized,genre,release_date,duration,cover_image,likes,times_played,album_id,link
The Truth Untold,the truth untold,k-pop,2018-08-24,04:02,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,567,9486,66,https://open.spotify.com/track/4eP8Syl3aBEQw3Jy5Bhq0D
Intro: Singularity,intro: singularity,k-pop,2018-05-18,03:16,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,485,62055,67,https://open.spotify.com/track/5rNZsITjXf23iFkRA924FV
FAKE LOVE,fake love,k-pop,2018-05-18,04:02,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,247,50345,67,https://open.spotify.com/track/6m1TWFMeon7ai9XLOzdbiR
The Truth Untold (feat. Steve Aoki),the truth untold (feat. steve aoki),k-pop,2018-05-18,04:02,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,442,13836,67,https://open.spotify.com/track/7DEKa5Z7Cl8s3Y7imb88OM
134340,134340,k-pop,2018-05-18,03:50,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,502,23750,67,https://open.spotify.com/track/1MX0g22bQkr9HDVe37fLnN
Paradise,paradise,k-pop,2018-05-18,03:31,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,165,89374,67,https://open.spotify.com/track/1YO4xJXhh9A1Feg9k8xuy2
Love Maze,love maze,k-pop,2018-05-18,03:41,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,400,63731,67,https://open.spotify.com/track/4ROdFnoZNn2RTmwct0cVpx
Magic Shop,magic shop,k-pop,2018-05-18,04:35,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,43,49355,67,https://open.spotify.com/track/5MTGPkmiUuud9NkA0sl2nI
Airplane pt.2,airplane pt.2,k-pop,2018-05-18,03:38,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,786,75646,67,https://open.spotify.com/track/4lAE47gj539h8R1yxPhhGG
Anpanman,anpanman,k-pop,2018-05-18,03:52,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,98,63146,67,https://open.spotify.com/track/34OSqW5ULWxmCEMjJ1ZgVW
So What,so what,k-pop,2018-05-18,04:41,https://i.scdn.co/image/ab67616d0000b2738fbcf6544ff02a8959a81781,964,77750,67,https://open.spotify.com/track/0wqqe8k13bJPxRt7FEmnwS
INTRO : Ringwanderung,intro : ringwanderung,k-pop,2018-04-04,01:26,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,749,42846,68,https://open.spotify.com/track/3asJVXjbxNEOwPUL47wvcc
Best Of Me - Japanese ver.,best of me - japanese ver.,k-pop,2018-04-04,03:47,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,658,17306,68,https://open.spotify.com/track/6yGKx4J9UdMp7tcaGXWzDj
血、汗、涙 - Japanese ver., - japanese ver.,k-pop,2018-04-04,03:36,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,638,72376,68,https://open.spotify.com/track/6u1ILVDFXcmQGQGCA3h849
DNA - Japanese ver.,dna - japanese ver.,k-pop,2018-04-04,03:43,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,502,8652,68,https://open.spotify.com/track/4Bkh5uDlP14vneIoRG0umC
Not Today - Japanese ver.,not today - japanese ver.,k-pop,2018-04-04,03:53,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,616,17354,68,https://open.spotify.com/track/6aJj9OlLiZVagW8fd8ZtK3
MIC Drop - Japanese ver.,mic drop - japanese ver.,k-pop,2018-04-04,03:58,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,164,7971,68,https://open.spotify.com/track/3N6te5xi59Ex4HudLKsgGS
Don't Leave Me,don't leave me,k-pop,2018-04-04,03:47,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,937,10754,68,https://open.spotify.com/track/3zIG0WuI5RoJsFYnErkFDU
Go Go - Japanese ver.,go go - japanese ver.,k-pop,2018-04-04,03:57,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,747,27067,68,https://open.spotify.com/track/0YguyyCOTyujhSDXWyB4W3
Crystal Snow,crystal snow,k-pop,2018-04-04,05:23,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,653,15196,68,https://open.spotify.com/track/6NbfFVZ01Ttvvqmcok8DxL
Spring Day - Japanese ver.,spring day - japanese ver.,k-pop,2018-04-04,04:36,https://i.scdn.co/image/ab67616d0000b2737df155730d4d753560ec28a5,968,11283,68,https://open.spotify.com/track/4a8guR4owPEdDyLsPIC6HP
Intro: Serendipity,intro: serendipity,k-pop,2017-09-18,02:19,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,584,71732,69,https://open.spotify.com/track/61RvEx7GLYRHQhG7ldjJo1
DNA,dna,k-pop,2017-09-18,03:43,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,877,55205,69,https://open.spotify.com/track/3uRLwBjI2TahxslcMTvpFs
Best Of Me,best of me,k-pop,2017-09-18,03:47,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,762,2029,69,https://open.spotify.com/track/5C6A1WXVfKvBBQmaFFnBgs
dimple,dimple,k-pop,2017-09-18,03:16,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,487,33224,69,https://open.spotify.com/track/6pp6xf9zS55GD4nr318XUH
Pied Piper,pied piper,k-pop,2017-09-18,04:05,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,929,24830,69,https://open.spotify.com/track/1ZPeaPDjQOOC8hw1mNjyjF
Skit: Billboard Music Awards Speech,skit: billboard music awards speech,k-pop,2017-09-18,01:47,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,298,24703,69,https://open.spotify.com/track/6OeYM2861GaP3D1pbBqmbp
MIC Drop,mic drop,k-pop,2017-09-18,03:58,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,269,83517,69,https://open.spotify.com/track/4gZGAVECoiutzp64KSHNjE
Go Go,go go,k-pop,2017-09-18,03:55,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,768,23996,69,https://open.spotify.com/track/5vOT8VO87TAnUjh0oADwb1
Outro: Her,outro: her,k-pop,2017-09-18,03:48,https://i.scdn.co/image/ab67616d0000b273829305487c8f3b96a1d955b3,599,79867,69,https://open.spotify.com/track/559U79ujLJSP6OUyH2nGLl
Intro: Boy Meets Evil,intro: boy meets evil,k-pop,2017-02-13,02:01,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,859,31163,70,https://open.spotify.com/track/2j9ipQhjMruvvqN2azJgtF
Blood Sweat & Tears,blood sweat & tears,k-pop,2017-02-13,03:37,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,438,80986,70,https://open.spotify.com/track/0Yqr9qtmhjYPUtsFB04g9R
Begin,begin,k-pop,2017-02-13,03:49,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,886,46203,70,https://open.spotify.com/track/0Q2rXWKozTyewEaVUkFhmA
Lie,lie,k-pop,2017-02-13,03:35,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,826,18786,70,https://open.spotify.com/track/66N38jZOApS3dGhy8ijBVV
Stigma,stigma,k-pop,2017-02-13,03:36,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,100,77381,70,https://open.spotify.com/track/5grRCOfgYUpsGHsDHl4K1Y
First Love,first love,k-pop,2017-02-13,03:09,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,690,28870,70,https://open.spotify.com/track/474dlSQ6pirpzcSf58cZOF
Reflection,reflection,k-pop,2017-02-13,03:53,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,499,38232,70,https://open.spotify.com/track/7MtCKC1shCaN0eaZoEd8yF
MAMA,mama,k-pop,2017-02-13,03:32,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,835,83435,70,https://open.spotify.com/track/25TIeoVFG1QKdMppHdjNq0
Awake,awake,k-pop,2017-02-13,03:46,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,501,41172,70,https://open.spotify.com/track/1GZ4rjIbktlYy1n7zmyCmq
Lost,lost,k-pop,2017-02-13,04:01,https://i.scdn.co/image/ab67616d0000b2731fd0a8fc28b2a0a5d9cdc6c6,15,58717,70,https://open.spotify.com/track/6aDhj6RxOvQ4GFo9U7lZYi
AMERIICAN REQUIEM,ameriican requiem,pop,2024-03-29,05:25,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,446,65683,71,https://open.spotify.com/track/6K2Iut8nSQigP83yvbiqi8
BLACKBIIRD,blackbiird,pop,2024-03-29,02:11,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,838,25508,71,https://open.spotify.com/track/7eEr7lgWYudwEKEaWCPiPI
16 CARRIAGES,16 carriages,pop,2024-03-29,03:47,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,91,6072,71,https://open.spotify.com/track/6XXxKsu3RJeN3ZvbMYrgQW
PROTECTOR,protector,pop,2024-03-29,03:04,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,150,41470,71,https://open.spotify.com/track/4dsdSwSdBWjlsVzU6iJs3b
MY ROSE,my rose,pop,2024-03-29,00:53,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,38,1463,71,https://open.spotify.com/track/486YUqcmF9IWPkreU0THcQ
SMOKE HOUR ★ WILLIE NELSON,smoke hour  willie nelson,pop,2024-03-29,00:50,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,315,85475,71,https://open.spotify.com/track/2dv2DYn0V0j0Wx6Ra40bce
TEXAS HOLD 'EM,texas hold 'em,pop,2024-03-29,03:53,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,538,21244,71,https://open.spotify.com/track/7wLShogStyDeZvL0a6daN5
BODYGUARD,bodyguard,pop,2024-03-29,04:00,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,656,8575,71,https://open.spotify.com/track/6Y4rniIxibegzsg8cdWAWV
DOLLY P,dolly p,pop,2024-03-29,00:22,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,99,18725,71,https://open.spotify.com/track/1fp4DIjhHyptQWK00CZgFQ
JOLENE,jolene,pop,2024-03-29,03:09,https://i.scdn.co/image/ab67616d0000b2731572698fff8a1db257a53599,507,65837,71,https://open.spotify.com/track/2PmMh2t7jAtN6cqFooA0Xy
I'M THAT GIRL,i'm that girl,pop,2022-07-29,03:28,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,650,29895,72,https://open.spotify.com/track/1MpCaOeUWhox2Fgigbe1cL
COZY,cozy,pop,2022-07-29,03:30,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,816,57424,72,https://open.spotify.com/track/0mKGwFMHzTprtS2vpR3b6s
ALIEN SUPERSTAR,alien superstar,pop,2022-07-29,03:35,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,294,87225,72,https://open.spotify.com/track/1Hohk6AufHZOrrhMXZppax
CUFF IT,cuff it,pop,2022-07-29,03:45,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,654,46768,72,https://open.spotify.com/track/1xzi1Jcr7mEi9K2RfzLOqS
ENERGY (feat. Beam),energy (feat. beam),pop,2022-07-29,01:56,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,59,38480,72,https://open.spotify.com/track/0314PeD1sQNonfVWix3B2K
BREAK MY SOUL,break my soul,pop,2022-07-29,04:38,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,292,31723,72,https://open.spotify.com/track/5pyoxDZ1PX0KxBxiRVxA4U
CHURCH GIRL,church girl,pop,2022-07-29,03:44,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,762,2992,72,https://open.spotify.com/track/2mqTtvbKxH7SoEQ2oGAnsA
PLASTIC OFF THE SOFA,plastic off the sofa,pop,2022-07-29,04:14,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,479,88951,72,https://open.spotify.com/track/6ufcuVInt0ocHrUimDjGlb
VIRGO'S GROOVE,virgo's groove,pop,2022-07-29,06:08,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,489,98745,72,https://open.spotify.com/track/0Fl4eWzVaMUOdXcOrj6F1q
MOVE (feat. Grace Jones & Tems),move (feat. grace jones & tems),pop,2022-07-29,03:23,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,458,92761,72,https://open.spotify.com/track/5YLGlPYkZBDXieMwzVve7g
balance (mufasa interlude),balance (mufasa interlude),pop,2019-07-19,00:43,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,114,52511,73,https://open.spotify.com/track/1RMvRv1tAvWXgYdH8DUdLX
BIGGER,bigger,pop,2019-07-19,03:46,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,921,17259,73,https://open.spotify.com/track/4R2KJOgEUP2qO3re9BwIhs
the stars (mufasa interlude),the stars (mufasa interlude),pop,2019-07-19,00:46,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,886,24356,73,https://open.spotify.com/track/50QREAhIciZoAiRNtyELEh
FIND YOUR WAY BACK,find your way back,pop,2019-07-19,02:42,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,488,6596,73,https://open.spotify.com/track/65kk9CAAqFI3LWBEhUwVqd
uncle scar (scar interlude),uncle scar (scar interlude),pop,2019-07-19,00:13,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,897,15362,73,https://open.spotify.com/track/4KJ3NHQvLjA0hB2nv43cxD
DON'T JEALOUS ME,don't jealous me,pop,2019-07-19,02:35,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,515,63601,73,https://open.spotify.com/track/1yvFoBp2Bq1ilD0518ZpQx
danger (young simba & young nala interlude),danger (young simba & young nala interlude),pop,2019-07-19,00:16,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,39,29632,73,https://open.spotify.com/track/6Y6BbZoYe2mNLceeoUZdoT
JA ARA E,ja ara e,pop,2019-07-19,03:10,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,732,1370,73,https://open.spotify.com/track/6pdip6qgVJOI5JxqgbAlu6
run away (scar & young simba interlude),run away (scar & young simba interlude),pop,2019-07-19,00:29,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,245,54167,73,https://open.spotify.com/track/19omXUq2TcREoUoHqbVLTq
NILE,nile,pop,2019-07-19,01:47,https://i.scdn.co/image/ab67616d0000b2734ccc03169b086af698178a99,550,84533,73,https://open.spotify.com/track/0lboDHM9hSR5j5CFlWDR9k
Welcome - Homecoming Live,welcome - homecoming live,pop,2019-04-17,03:16,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,155,36651,74,https://open.spotify.com/track/7Hz87DF2VCuSVS2iO1z0Nr
Crazy In Love - Homecoming Live,crazy in love - homecoming live,pop,2019-04-17,02:47,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,618,37834,74,https://open.spotify.com/track/10OaEuICuFoKLq48NoMblA
Freedom - Homecoming Live,freedom - homecoming live,pop,2019-04-17,01:54,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,801,84944,74,https://open.spotify.com/track/2NTp1e0sRMHiw368rfCGvE
Lift Ev'ry Voice and Sing - Homecoming Live,lift ev'ry voice and sing - homecoming live,pop,2019-04-17,02:09,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,156,36971,74,https://open.spotify.com/track/0QRxJvOohS8yiGC1n98uFM
Formation - Homecoming Live,formation - homecoming live,pop,2019-04-17,04:22,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,45,80746,74,https://open.spotify.com/track/6oHexA34fw1WfswjIEA1hd
So Much Damn Swag - Interlude - Homecoming Live,so much damn swag - interlude - homecoming live,pop,2019-04-17,00:59,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,909,53306,74,https://open.spotify.com/track/6pLlQE4Ypn9zQBCe16UskF
Sorry - Homecoming Live,sorry - homecoming live,pop,2019-04-17,06:33,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,153,18287,74,https://open.spotify.com/track/1GWk2MHsycvbyOFaWFiOMk
Kitty Kat - Homecoming Live,kitty kat - homecoming live,pop,2019-04-17,00:42,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,956,7931,74,https://open.spotify.com/track/6YyMbzAUPJLaGcldbEKmXB
Bow Down - Homecoming Live,bow down - homecoming live,pop,2019-04-17,01:27,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,252,54530,74,https://open.spotify.com/track/5yZEkyUXbyFCHzrQTH5Ssw
I Been On - Homecoming Live,i been on - homecoming live,pop,2019-04-17,02:40,https://i.scdn.co/image/ab67616d0000b2738e525253c87c568cd84e491b,696,41832,74,https://open.spotify.com/track/76raxY6tmyR6mi9xcWCFk7
Pray You Catch Me,pray you catch me,pop,2016-04-23,03:15,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,23,22581,75,https://open.spotify.com/track/7rLDARtJALM7QdiJDMXW7m
Hold Up,hold up,pop,2016-04-23,03:41,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,738,45488,75,https://open.spotify.com/track/0rzNMzZsubFcXSEh7dnem7
Don't Hurt Yourself (feat. Jack White),don't hurt yourself (feat. jack white),pop,2016-04-23,03:53,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,164,71393,75,https://open.spotify.com/track/78eouBKVRyhbSzJwChr6QM
Sorry,sorry,pop,2016-04-23,03:52,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,234,92140,75,https://open.spotify.com/track/0lnIJmgcUpEpe4AZACjayW
6 Inch (feat. The Weeknd),6 inch (feat. the weeknd),pop,2016-04-23,04:20,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,211,48046,75,https://open.spotify.com/track/0pxNyJJiL2zZZ5GgJ4JhsQ
Daddy Lessons,daddy lessons,pop,2016-04-23,04:47,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,503,26281,75,https://open.spotify.com/track/71OvX5NNLrmz7rpq1ANTQn
Love Drought,love drought,pop,2016-04-23,03:57,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,552,27043,75,https://open.spotify.com/track/2RQAG0wQt35UzAPEyVJFWN
Sandcastles,sandcastles,pop,2016-04-23,03:02,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,686,42802,75,https://open.spotify.com/track/2FNPJWVdGxYhWaotd6rULS
Forward (feat. James Blake),forward (feat. james blake),pop,2016-04-23,01:19,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,146,715,75,https://open.spotify.com/track/2bOWJIYSbhwg2NMQq1QMYH
Freedom (feat. Kendrick Lamar),freedom (feat. kendrick lamar),pop,2016-04-23,04:49,https://i.scdn.co/image/ab67616d0000b27389992f4d7d4ab94937bf9e23,892,13181,75,https://open.spotify.com/track/7aBxcRw77817BrkdPChAGY
Pretty Hurts,pretty hurts,pop,2014-11-24,04:17,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,862,68572,76,https://open.spotify.com/track/7lUA4P03AhwAw40JHkdyGr
Haunted,haunted,pop,2014-11-24,06:09,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,877,73527,76,https://open.spotify.com/track/7cioKB5CHVzk09SOtTyn0T
Drunk in Love (feat. Jay-Z),drunk in love (feat. jay-z),pop,2014-11-24,05:23,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,300,23479,76,https://open.spotify.com/track/6jG2YzhxptolDzLHTGLt7S
Blow,blow,pop,2014-11-24,05:09,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,18,23853,76,https://open.spotify.com/track/6wwrYruEgWlowPDZMq5116
No Angel,no angel,pop,2014-11-24,03:48,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,194,18424,76,https://open.spotify.com/track/4DActPOAtak2m8meZeMt3B
Partition,partition,pop,2014-11-24,05:19,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,615,56837,76,https://open.spotify.com/track/5hgnY0mVcVetszbb85qeDg
Jealous,jealous,pop,2014-11-24,03:04,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,142,75451,76,https://open.spotify.com/track/63wKtmUg754umO8SglEL79
Rocket,rocket,pop,2014-11-24,06:31,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,930,95687,76,https://open.spotify.com/track/0755vnFQZLSgHHWbR1qCjY
Mine (feat. Drake),mine (feat. drake),pop,2014-11-24,06:18,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,698,37743,76,https://open.spotify.com/track/63FrXif0Pdu4NAPvTh87mw
XO,xo,pop,2014-11-24,03:35,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,92,24272,76,https://open.spotify.com/track/40xhyfAPDoMtv494MfPevP
Love On Top,love on top,pop,2011-06-24,04:27,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,278,51909,77,https://open.spotify.com/track/1z6WtY7X4HQJvzxC4UgkSf
Party (feat. André 3000),party (feat. andre 3000),pop,2011-06-24,04:05,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,731,66439,77,https://open.spotify.com/track/42qh86p7TLXyumxSHn65kc
Schoolin' Life,schoolin' life,pop,2011-06-24,04:53,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,900,53349,77,https://open.spotify.com/track/6JoIs4XLvBgjZOkKnyuPPv
Countdown,countdown,pop,2011-06-24,03:32,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,967,14090,77,https://open.spotify.com/track/3axkNosdVQLZiq1HakuGhc
I Miss You,i miss you,pop,2011-06-24,02:59,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,304,33124,77,https://open.spotify.com/track/6Vv9wMxIc6OKRluQefy441
Dance for You,dance for you,pop,2011-06-24,06:17,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,530,73070,77,https://open.spotify.com/track/7cvkXf3AwPGT041PyOi5VX
I Care,i care,pop,2011-06-24,03:59,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,172,60774,77,https://open.spotify.com/track/76KTeba6u3LfBL4EsCZaTe
Rather Die Young,rather die young,pop,2011-06-24,03:42,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,120,47366,77,https://open.spotify.com/track/7msV2z3y899aSVTithAkFn
1+1,1+1,pop,2011-06-24,04:33,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,733,41019,77,https://open.spotify.com/track/1pzJboOZaDNwshBnOlNh3a
End of Time,end of time,pop,2011-06-24,03:43,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,495,20338,77,https://open.spotify.com/track/3FPUFltTjg6ClUL2wr9ux6
Intro - Live,intro - live,pop,2010-11-26,01:11,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,466,97172,78,https://open.spotify.com/track/4R6shoat9nBe6KpTCouvox
Crazy In Love - Live,crazy in love - live,pop,2010-11-26,05:23,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,867,95850,78,https://open.spotify.com/track/1DJfcWfj5dSIzksFpnRr3S
Naughty Girl - Live,naughty girl - live,pop,2010-11-26,02:34,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,961,1705,78,https://open.spotify.com/track/3ORyn13n4NOuo1Gx8jIPhO
Freakum Dress - Live,freakum dress - live,pop,2010-11-26,03:10,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,809,71312,78,https://open.spotify.com/track/0FIKess6SMftejiZDw5XhA
Get Me Bodied - Live,get me bodied - live,pop,2010-11-26,02:29,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,931,54605,78,https://open.spotify.com/track/7oLAYmZqSPChQxJLUTqG6D
Smash Into You - Live,smash into you - live,pop,2010-11-26,03:51,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,542,50397,78,https://open.spotify.com/track/4p3yAhuwfXZFrHMbdax5tw
Ave Maria - Live,ave maria - live,pop,2010-11-26,04:15,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,479,48226,78,https://open.spotify.com/track/2JZw2tZLsXWkcfiOsiJgPH
Broken-Hearted Girl - Live,broken-hearted girl - live,pop,2010-11-26,03:12,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,472,58632,78,https://open.spotify.com/track/3EL1uxOAV1BFiWd9ZwKOVX
If I Were A Boy / You Oughta Know - Live,if i were a boy / you oughta know - live,pop,2010-11-26,05:16,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,686,36031,78,https://open.spotify.com/track/3IaTbEhNpnXtFNoIOUEmDr
Diva - Live,diva - live,pop,2010-11-26,02:59,https://i.scdn.co/image/ab67616d0000b27336bc260ada14991aae54fd39,421,83065,78,https://open.spotify.com/track/1szpCmZZQemziInTY8EXpH
If I Were a Boy,if i were a boy,pop,2008-11-14,04:09,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,418,54654,79,https://open.spotify.com/track/26NX1wPt1TRCH536yocd6i
Halo,halo,pop,2008-11-14,04:21,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,481,35948,79,https://open.spotify.com/track/3ERa3mEeOnrh2Mc47qM6T1
Disappear,disappear,pop,2008-11-14,04:27,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,201,24540,79,https://open.spotify.com/track/03LDjOt38LwvM9choMGGWU
Broken-Hearted Girl,broken-hearted girl,pop,2008-11-14,04:37,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,178,81457,79,https://open.spotify.com/track/31acMiV67UgKn1ScFChFxo
Ave Maria,ave maria,pop,2008-11-14,03:41,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,179,4586,79,https://open.spotify.com/track/1j9HwUMSkRUeVFRWlHcFsy
Smash Into You,smash into you,pop,2008-11-14,04:31,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,172,85039,79,https://open.spotify.com/track/3vi85V6MSvFs0j720UxoAF
Satellites,satellites,pop,2008-11-14,03:06,https://i.scdn.co/image/ab67616d0000b273e13de7b8662b085b0885ffef,968,15844,79,https://open.spotify.com/track/2UBZCxvghc6M635BEKjHZe
